time,ChargingStationID,BaysVehicleIds,BaysChargingPower,TotalChargingPower,BaysChargingDesire,BaysNumberOfVehicles,QueueVehicleIds,QueueChargingDesire,QueueNumberOfVehicles,BtmsPower,BtmsSoc,BtmsEnergy,TotalChargingPowerDesire,GridPower,GridPowerUpper,GridPowerLower,PowerDesire,BtmsPowerDesire,EnergyLagSum,TimeLagSum
60,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
120,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
180,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
240,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
300,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
360,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
420,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
480,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
540,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
600,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
660,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
720,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
780,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
840,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
900,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
960,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1020,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1080,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1140,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1200,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1260,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1320,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1380,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1440,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1500,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1560,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1620,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1680,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1740,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1800,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1860,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1920,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
1980,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
2040,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
2100,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
2160,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
2220,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
2280,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
2340,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
2400,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
2460,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
2520,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
2580,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
2640,608,[],[0],0.0,[nan],0,[],[],0,0.0,1.0,68.84519768668206,0.0,0.0,105.0,0,0.0,0.0,0.0,0.0
